Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
2433;Apunt de nen i de cap de gos (1880);Dibuix;Apel·les Mestres i Oñós;2980 D;7;62;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901826
2434;Apunt flors (Museu d'Art Modern de Tarragona, inv 4554);Dibuix;José Nogué Massó;4554;155;215;Museu d'Art Modern de Tarragona;1870-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24566561
2435;Apunts (Museu d'Art Modern de Tarragona, inv 1220-15 v);Dibuix;Julio Antonio;1220-15 v;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254853
2436;Apunts (Museu d'Art Modern de Tarragona, inv 1220-24 v);Dibuix;Julio Antonio;1220-24 v;135;217;Museu d'Art Modern de Tarragona;1905-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24254854
2437;Apunts caricaturescs (Museu d'Art Modern de Tarragona, inv 1221-9);Dibuix;Julio Antonio;1221-9;175;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256762
2438;Apunts d'ovelles;Dibuix;Apel·les Mestres i Oñós;2977 D;15;75;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23902804
2439;Apunts d'ovelles i moltós (1880);Dibuix;Apel·les Mestres i Oñós;2976 D;15;75;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901928
2440;Apunts de cignes (1887);Dibuix;Apel·les Mestres i Oñós;2984 D;134;208;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1887-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901249
2441;Apunts de conill (1880);Dibuix;Apel·les Mestres i Oñós;2979 D;174;6;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901922
2442;Apunts de gos (1880);Dibuix;Apel·les Mestres i Oñós;2985 D;15;16;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901907
2443;Apunts de gos (1885 c.);Dibuix;Apel·les Mestres i Oñós;2992 D;107;16;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1885-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23902755
2444;Apunts de gos i noi (1887);Dibuix;Apel·les Mestres i Oñós;2983 D;212;154;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1887-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901899
2445;Apunts de gos, ovelles i pagés;Dibuix;Apel·les Mestres i Oñós;2986 D;15;75;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23902799
