Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
104;Església del Carme de Barcelona;Arquitectura;Josep Maria Pericas i Morros;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Esgl%C3%A9sia%20del%20Carme%20%28Barcelona%29%20-%201.jpg;;;;;;2.165073 41.379562;Arquebisbat de Barcelona;;;;;Barcelona;http://www.wikidata.org/entity/Q11920577
105;Església del Sagrat Cor de Vistabella;Arquitectura;Josep Maria Jujol i Gibert;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Vistabella%20Jujol%20esglSagratCor%20IPA-12368%201084%20resize.jpg;;;;;;1.26517 41.208933;;Bé cultural d'interès nacional;;;;la Secuita;http://www.wikidata.org/entity/Q11920582
106;Farinera Albareda;Arquitectura;Alexandre Soler i March;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Manresa%20-%20Farinera%20Albareda%20-%20Exterior.JPG;;;;;;1.816706 41.721286;;;;;;Manresa;http://www.wikidata.org/entity/Q11921584
107;Farinera Teixidor;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Girona.farinera.teixidor.jpg;;;;;;2.816111 41.981667;;;;;;Girona;http://www.wikidata.org/entity/Q11921585
108;Farmàcia Surroca;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Farm%C3%A0cia%20Surroca.JPG;;;;;;2.248807 41.448529;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11921593
109;Fàbrica G. de Andreis;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A0brica%20Gottardo%20de%20Andreis%20bdn.jpg;;;;;;2.244882 41.442941;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11923336
110;Fàbrica Godó i Trias;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A0brica%20God%C3%B3%20i%20Trias%20P1480817.jpg;;;;;;2.121799 41.355738;;Bé cultural d'interès local;;;;l'Espluga de Francolí;http://www.wikidata.org/entity/Q11923337
111;Fàbrica Trinxet;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A0brica%20Trinxet%20P1100547.JPG;;;;;;2.12189 41.3666;;Bé cultural d'interès local;;;;l'Espluga de Francolí;http://www.wikidata.org/entity/Q11923340
112;Hospital Fundació Ferrer i Salles;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Hospital%20Fundaci%C3%B3%20Ferrer%20i%20Salles%20%28Sant%20Sadurn%C3%AD%20d%27Anoia%29%20-%203.jpg;;;;;;1.79067 41.4232;;Bé cultural d'interès local;;;;Sant Sadurní d'Anoia;http://www.wikidata.org/entity/Q11926096
113;Hospital Asil de Sant Jaume;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Blanes%20-%20Hospital%20Asil%20de%20Sant%20Jaume.JPG;;;;;;2.78698056 41.67575278;;;;;;Blanes;http://www.wikidata.org/entity/Q11926097
114;Hotel 987 Barcelona;Arquitectura;;;;;;;;;;;;;2.166 41.396389;;;;;;;http://www.wikidata.org/entity/Q11926135
115;Institut Vila de Gràcia;Arquitectura;Manuel Joaquim Raspall i Mayol;;;;;;;;;;;;2.1563 41.3981;;;;;;;http://www.wikidata.org/entity/Q11926729
116;La Pleta;Arquitectura;Francesc Berenguer i Mestres;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Sitges%20-%20La%20Pleta%202.jpg;;;;;;1.914839 41.274694;;;;;;Sitges;http://www.wikidata.org/entity/Q11930699
