Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink;;;;;;;;;;
14681;Scribner's (C.S. Reinhardt);Cartells;Q8013917;000502-C;446;313;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517334;;;;;;;;;;
14143;A Knight of the Nets;Cartells;;000570-C;335;437;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517335;;;;;;;;;;
14790;The Bookman;Cartells;;000560-C;421;289;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517336;;;;;;;;;;
14612;Oratori di Dn. Lorenzo Perosi;Cartells;anònim;000055-C;54;70;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517338;;;;;;;;;;
14395;Fleur d'Avoine Knorr;Cartells;anònim;000339-C;663;47;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517339;;;;;;;;;;
14630;Pelikan-Tinte;Cartells;Q18624475;000606-C;709;533;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517345;;;;;;;;;;
14458;Harper's September;Cartells;Edward Penfield;000474-C;35;463;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517350;;;;;;;;;;
14447;Harper's June (Museu Nacional d'Art de Catalunya, inv 000477-C);Cartells;Edward Penfield;000477-C;36;473;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517351;;;;;;;;;;
14639;Poesies d'en F. Casas y Amigó;Cartells;Alexandre de Riquer i Ynglada;000410-C;432;234;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517353;;;;;;;;;;
14695;Scribner's for March (Museu Nacional d'Art de Catalunya, inv 000514-C);Cartells;anònim;000514-C;561;37;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517355;;;;;;;;;;
14917;Viola del Pensiero. Romanza per Canto;Cartells;anònim;000629-C;341;255;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517360;;;;;;;;;;
14862;The White Wampum;Cartells;Ethel Reed;000567-C;575;404;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517364;;;;;;;;;;
14666;Robert Blum's Great Decorative Painting in January Scribner's;Cartells;Q8013917;000523-C;438;321;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;(Paper, Metall);;;http://www.wikidata.org/entity/Q27517369;;;;;;;;;;
14792;The Captain;Cartells;John Hassall;000322-C;745;507;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517374;;;;;;;;;;
14920;W. V. Her Book;Cartells;;000564-C;559;358;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517380;;;;;;;;;;
14271;Collier's Illustrated Weekly;Cartells;William Henry Bradley;000578-C;408;276;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517387;;;;;;;;;;
14749;Sense títol (Pèl & Ploma);Cartells;Ramon Casas i Carbó;000358-C;678;457;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517394;;;;;;;;;;
14838;The July Century;Cartells;Q5079004;000530-C;486;296;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517399;;;;;;;;;;
14803;The Century. August (Museu Nacional d'Art de Catalunya, inv 000528-C);Cartells;Joseph Christian Leyendecker;000528-C;541;407;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517407;;;;;;;;;;
14454;Harper's Round Table. Christmas;Cartells;Maxfield Parrish;004368-C;297;207;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517413;;;;;;;;;;
14906;Ver Sacrum;Cartells;anònim;004329-C;30;255;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517419;;;;;;;;;;
14867;The Yellow Book. Contents of Vol. VI;Cartells;Aubrey Beardsley;004323-C;39;291;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517430;;;;;;;;;;
14297;Darmstadt Mai-October 1901 Die Ausstellung der Künstler-Kolonie;Cartells;Joseph Maria Olbrich;004346-C;30;20;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517437;;;;;;;;;;
14824;The Inland Printer For the Month of May 1894;Cartells;William Henry Bradley;004292-C;314;237;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517443;;;;;;;;;;
14835;The Inland Printer. September 1894;Cartells;William Henry Bradley;004300-C;314;237;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517450;;;;;;;;;;
14834;The Inland Printer. October, 1894;Cartells;William Henry Bradley;004302-C;314;237;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517456;;;;;;;;;;
14858;The Royal Magazine;Cartells;anònim;004394-C;262;178;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517460;;;;;;;;;;
14279;Columbia Bicycles;Cartells;Maxfield Parrish;004357-C;42;295;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517461;;;;;;;;;;
14438;Harper's Bazar. Christmas 1896;Cartells;anònim;004328-C;409;285;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517464;;;;;;;;;;
14456;Harper's Round Table. Fourth of July;Cartells;Maxfield Parrish;004367-C;298;21;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517467;;;;;;;;;;
14437;Harper's Bazar Christmas AD MDCCCXCV;Cartells;William Henry Bradley;004306-C;423;295;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517469;;;;;;;;;;
14442;Harper's Bazar. Easter A.D.1896;Cartells;William Henry Bradley;004308-C;411;287;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517472;;;;;;;;;;
14455;Harper's Round Table. Easter;Cartells;Q1226556;004365-C;30;209;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517475;;;;;;;;;;
14861;The White;Cartells;;004398-C;41;285;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517479;;;;;;;;;;
14257;Christmas Number of The Inland Printer;Cartells;William Henry Bradley;004304-C;314;237;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517481;;;;;;;;;;
14182;Ault & Wiborg;Cartells;William Henry Bradley;004315-C;305;216;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517485;;;;;;;;;;
14443;Harper's Bazar. Thanksgiving Number 1895;Cartells;William Henry Bradley;004312-C;408;285;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517487;;;;;;;;;;
14467;Harper's Weekly. Sportsman's Number;Cartells;anònim;004416-C;406;285;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517490;;;;;;;;;;
14869;Three Gringos in Central America and Venezuela (Museu Nacional d'Art de Catalunya, inv 000562-C01);Cartells;Edward Penfield;000562-C01;444;295;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517492;;;;;;;;;;
14440;Harper's Bazar. Easter;Cartells;;004400-C;408;287;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517493;;;;;;;;;;
14448;Harper's June (Museu Nacional d'Art de Catalunya, inv 000479-C01);Cartells;Edward Penfield;000479-C01;475;35;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517494;;;;;;;;;;
14433;Harper's August (Museu Nacional d'Art de Catalunya, inv 000476-C01);Cartells;Edward Penfield;000476-C01;471;337;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517495;;;;;;;;;;
14842;The Martian;Cartells;Edward Penfield;004372-C;52;328;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517497;;;;;;;;;;
14475;Harper's. September (Museu Nacional d'Art de Catalunya, inv 004370-C);Cartells;Edward Penfield;004370-C;348;303;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517498;;;;;;;;;;
14770;Stirring Times in Austria. Harper's. March;Cartells;Edward Penfield;004373-C;398;316;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517500;;;;;;;;;;
14417;Golf Calendar;Cartells;Edward Penfield;004334-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517502;;;;;;;;;;
14498;January (Golf Calendar);Cartells;Edward Penfield;004335-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517505;;;;;;;;;;
14573;March, April (Golf Calendar);Cartells;Edward Penfield;004340-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517507;;;;;;;;;;
14512;June, July (Golf Calendar);Cartells;Edward Penfield;004342-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517508;;;;;;;;;;
14181;August (Golf Calendar);Cartells;Edward Penfield;004343-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517510;;;;;;;;;;
14755;September (Golf Calendar);Cartells;Edward Penfield;004344-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517511;;;;;;;;;;
14603;November, December (Golf Calendar);Cartells;Edward Penfield;004347-C;456;247;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517514;;;;;;;;;;
14414;Geo H. Benedict & Co. Engravers;Cartells;;004314-C;305;225;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517515;;;;;;;;;;
14854;The Poster Collector's Circular;Cartells;;004414-C;38;252;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517516;;;;;;;;;;
14910;Victor Victoria Bicycles;Cartells;William Henry Bradley;004364-C;42;295;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517517;;;;;;;;;;
14669;Royal Baking Powder;Cartells;Maxfield Parrish;004360-C;421;295;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517519;;;;;;;;;;
14327;Essex & Co.;Cartells;anònim;004321-C;258;211;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517523;;;;;;;;;;
14328;Essex & Co. (Museu Nacional d'Art de Catalunya, inv 004321-C);Cartells;anònim;004321-C;258;211;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517530;;;;;;;;;;
14165;An den Fruehling;Cartells;Q213734;004362-C;365;236;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517536;;;;;;;;;;
14879;Twelve Cover Designs;Cartells;William Henry Bradley;004286-C;326;25;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517539;;;;;;;;;;
14791;The Bookman (Museu Nacional d'Art de Catalunya, inv 004388-C);Cartells;;004388-C;401;27;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517544;;;;;;;;;;
14439;Harper's Bazar. Christmas Announcements;Cartells;;004333-C;41;284;Secció de Cartells (MNAC);1893;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517547;;;;;;;;;;
14465;Harper's Weekly. Christmas Announcements 1896;Cartells;Eugène Grasset;004331-C;41;285;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517548;;;;;;;;;;
14464;Harper's Weekly. Christmas (Museu Nacional d'Art de Catalunya, inv 000482-C01);Cartells;Maxfield Parrish;000482-C01;408;285;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27517549;;;;;;;;;;
14826;The Inland Printer. April (Museu Nacional d'Art de Catalunya, inv 004290-C);Cartells;William Henry Bradley;004290-C;315;237;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517551;;;;;;;;;;
14615;Orlando Dando The Volunteer;Cartells;John Hassall;004289-C;51;36;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517552;;;;;;;;;;
14594;Méphistophélès;Cartells;Q5650790;004402-C;342;247;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517555;;;;;;;;;;
14856;The Reds of the Midi;Cartells;;004358-C;47;333;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517559;;;;;;;;;;
14932;«Iris»;Cartells;Adolf Hohenstein;004407-C;298;98;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517563;;;;;;;;;;
14873;Tosca;Cartells;Adolf Hohenstein;004406-C;30;135;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517567;;;;;;;;;;
14516;L'Affiche belge;Cartells;;004410-C;56;325;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517588;;;;;;;;;;
14859;The Seven Seas;Cartells;anònim;004361-C;498;346;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517608;;;;;;;;;;
14269;Colgate & Co's Cashmere Bouquet;Cartells;anònim;004395-C;50;382;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517614;;;;;;;;;;
14156;Alte und Neue Welt;Cartells;anònim;004396-C;351;25;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517622;;;;;;;;;;
14780;Tages-Ausflug auf den Hochschneeberg und Zurück;Cartells;anònim;004391-C;308;195;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517627;;;;;;;;;;
14635;Plakat Ausstellung;Cartells;anònim;004345-C;35;236;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517631;;;;;;;;;;
14204;Brockhaus Konversations-Lexikon;Cartells;anònim;004399-C;514;18;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517637;;;;;;;;;;
14205;Brockhaus Konversations-Lexikon (Museu Nacional d'Art de Catalunya, inv 004399-C);Cartells;anònim;004399-C;514;18;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517644;;;;;;;;;;
14768;Stickphast paste;Cartells;anònim;004411-C;222;143;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517650;;;;;;;;;;
14769;Stickphast paste (Museu Nacional d'Art de Catalunya, inv 004411-C);Cartells;anònim;004411-C;222;143;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517657;;;;;;;;;;
14416;Glacieres Modeles;Cartells;Q2871159;004392-C;25;352;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517667;;;;;;;;;;
14839;The July Century (Museu Nacional d'Art de Catalunya, inv 000530-C01);Cartells;Q5079004;000530-C01;445;26;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517672;;;;;;;;;;
14762;Société Protectrice des Enfants Martyrs;Cartells;Q3588337;004405-C;435;333;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517680;;;;;;;;;;
14628;Pearsons for July;Cartells;Q18716158;004297-C;512;38;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517681;;;;;;;;;;
14535;La Strage degli Innocenti;Cartells;Franz Laskoff;004369-C;277;23;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517684;;;;;;;;;;
14299;Der Zwietracht Eiserner Erwverger;Cartells;Franz von Stuck;004351-C;445;315;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517687;;;;;;;;;;
14254;Chocolat Delacre;Cartells;Q17308829;004413-C;555;384;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517688;;;;;;;;;;
14193;Berliner Leben;Cartells;Q313982;004322-C;37;534;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517689;;;;;;;;;;
14730;Sense títol (Le guide musical);Cartells;Henri Meunier;004401-C;334;521;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517690;;;;;;;;;;
14747;Sense títol (Pour une Champignonnière);Cartells;Henri Meunier;004397-C;545;391;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517694;;;;;;;;;;
14616;Osterreichs Illustrierte Zeitung;Cartells;Coloman Moser;004332-C;384;29;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517700;;;;;;;;;;
14617;Osterreichs Illustrierte Zeitung (Museu Nacional d'Art de Catalunya, inv 004403-C);Cartells;Coloman Moser;004403-C;47;333;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517703;;;;;;;;;;
14133;1899. IIIª Esposizione Internazionale d'Arte Venezia;Cartells;Marcello Dudovich;004295-C;47;225;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517723;;;;;;;;;;
14303;Die Grazien;Cartells;;004350-C;40;377;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517740;;;;;;;;;;
